age,status,sex,orientation,body_type,diet,drinks,drugs,education,ethnicity,height,income,job,location,offspring,pets,smokes,speaks
30,single,m,straight,average,mostly anything,socially,never,graduated from two-year college,hispanic / latin,65,40000,construction / craftsmanship,"richmond, california",doesn't want kids,has dogs,trying to quit,english
23,single,f,bisexual,used up,mostly vegetarian,socially,sometimes,working on college/university,white,68,20000,student,"berkeley, california","doesn't have kids, but might want them",likes dogs and likes cats,yes,"english (fluently), dutch (okay), french (okay)"
58,single,m,straight,athletic,mostly anything,socially,never,graduated from college/university,white,71,150000,law / legal services,"san francisco, california",has kids,has dogs and likes cats,no,english
26,single,m,straight,athletic,mostly anything,socially,never,graduated from college/university,white,74,80000,other,"mill valley, california","doesn't have kids, but might want them",has dogs,no,english
27,single,m,straight,fit,mostly anything,socially,never,dropped out of ph.d program,white,68,100000,science / tech / engineering,"san francisco, california",doesn't have kids,has dogs and likes cats,no,"english (fluently), chinese (poorly), spanish (poorly)"
50,single,m,straight,a little extra,anything,not at all,never,graduated from high school,white,70,50000,transportation,"berkeley, california",has a kid,likes cats,no,english (poorly)
29,single,m,straight,fit,strictly anything,socially,never,working on med school,"asian, pacific islander",69,30000,education / academia,"san pablo, california",wants kids,has dogs and dislikes cats,no,"english (fluently), tagalog (poorly), spanish (poorly), french (poorly)"
32,single,f,straight,fit,strictly other,socially,never,graduated from college/university,white,66,1000000,banking / financial / real estate,"san francisco, california","doesn't have kids, but might want them",likes dogs and likes cats,no,"english (fluently), russian (fluently), ukrainian (okay)"
26,seeing someone,m,straight,fit,mostly anything,socially,never,graduated from college/university,asian,67,40000,science / tech / engineering,"san bruno, california",doesn't have kids,has dogs,no,"english (fluently), chinese (okay)"
31,single,m,straight,average,mostly anything,socially,never,graduated from high school,white,69,40000,other,"san francisco, california","doesn't have kids, but might want them",likes dogs and likes cats,no,english (fluently)
56,single,m,straight,thin,mostly other,not at all,sometimes,graduated from masters program,white,69,40000,artistic / musical / writer,"emeryville, california","has kids, but doesn't want more",likes dogs and likes cats,sometimes,english
20,single,f,bisexual,full figured,anything,rarely,never,graduated from space camp,white,63,20000,student,"walnut creek, california","doesn't have kids, but might want them",likes dogs and likes cats,no,english
27,single,m,straight,average,strictly anything,socially,never,dropped out of space camp,white,73,20000,other,"san francisco, california","doesn't have kids, but might want them",likes dogs and likes cats,no,english (fluently)
27,single,f,straight,full figured,mostly anything,socially,never,working on college/university,pacific islander,63,40000,hospitality / travel,"hayward, california","doesn't have kids, but wants them",has dogs and dislikes cats,no,english (fluently)
29,single,f,straight,average,mostly anything,socially,never,graduated from masters program,"asian, pacific islander, other",62,50000,other,"vallejo, california","doesn't have kids, but wants them",likes dogs,yes,english (fluently)
25,single,m,straight,jacked,strictly kosher,desperately,often,graduated from ph.d program,"asian, middle eastern, black, native american, indian, pacific islander, hispanic / latin, white, other",77,1000000,science / tech / engineering,"berkeley, california","has kids, and wants more",has dogs and has cats,when drinking,"english (okay), c++ (fluently), russian (fluently), swahili (okay), rotuman (okay)"
22,single,f,straight,jacked,strictly anything,socially,never,dropped out of space camp,asian,64,1000000,hospitality / travel,"san francisco, california","doesn't have kids, and doesn't want any",has dogs and dislikes cats,no,"english (poorly), tagalog (okay), sign language (poorly)"
30,single,f,straight,thin,anything,socially,never,graduated from masters program,white,66,80000,other,"san francisco, california","has a kid, and wants more",has dogs and likes cats,no,"english, czech (fluently), french (okay)"
23,single,m,straight,skinny,mostly anything,not at all,never,graduated from college/university,white,76,30000,science / tech / engineering,"millbrae, california","doesn't have kids, but wants them",likes dogs and likes cats,no,english
31,single,m,straight,thin,strictly anything,socially,never,working on college/university,white,73,80000,computer / hardware / software,"san mateo, california",doesn't have kids,likes dogs and likes cats,no,"english (fluently), japanese (poorly), spanish (poorly)"
40,single,m,straight,fit,mostly anything,socially,never,graduated from college/university,asian,66,1000000,computer / hardware / software,"san mateo, california","doesn't have kids, but might want them",likes dogs and likes cats,no,"english (fluently), chinese (poorly), c++ (fluently)"
23,available,m,gay,fit,mostly vegetarian,often,sometimes,graduated from college/university,white,68,20000,other,"berkeley, california",doesn't have kids,likes dogs and likes cats,sometimes,"english (fluently), french (fluently), italian (okay), spanish (okay), hebrew (poorly)"
23,single,m,bisexual,skinny,mostly vegetarian,rarely,sometimes,working on two-year college,white,72,20000,sales / marketing / biz dev,"san francisco, california",doesn't have kids,likes dogs and likes cats,no,english (fluently)
29,single,m,straight,athletic,mostly anything,socially,never,graduated from law school,white,68,70000,law / legal services,"mountain view, california","doesn't have kids, but might want them",has dogs and likes cats,no,english (poorly)
39,single,m,straight,a little extra,mostly anything,socially,never,graduated from two-year college,white,70,50000,hospitality / travel,"san francisco, california","has a kid, and might want more",likes dogs and likes cats,no,english
52,single,f,straight,fit,mostly anything,socially,never,graduated from college/university,white,65,70000,clerical / administrative,"oakland, california","has kids, but doesn't want more",has dogs and has cats,no,english (fluently)
27,single,m,straight,fit,anything,rarely,sometimes,college/university,"asian, hispanic / latin, white",72,20000,artistic / musical / writer,"san francisco, california","doesn't have kids, but might want them",has dogs and likes cats,no,"english, spanish (okay)"
45,single,m,straight,fit,mostly anything,socially,never,graduated from college/university,white,73,150000,executive / management,"san francisco, california","doesn't have kids, but might want them",likes dogs,no,"english (fluently), spanish (poorly)"
39,single,f,gay,athletic,mostly vegetarian,socially,never,graduated from college/university,white,70,100000,banking / financial / real estate,"oakland, california","doesn't have kids, but might want them",likes dogs and has cats,no,"english (fluently), spanish (poorly)"
26,single,m,straight,athletic,strictly other,rarely,never,working on college/university,white,66,20000,entertainment / media,"san francisco, california",wants kids,has dogs,no,"english (fluently), japanese (okay), korean (poorly), german (poorly)"
27,single,f,straight,average,anything,often,never,graduated from college/university,white,63,30000,education / academia,"berkeley, california",doesn't have kids,likes dogs and likes cats,no,"english, german"
