age	status	sex	orientation	body_type	diet	drinks	drugs	education	ethnicity	height	income	job	location	offspring	pets	smokes	speaks
29	single	m	straight	average		socially	never	working on college/university		67	20000	military	"oakland, california"		likes dogs	no	"english (fluently), c++ (okay)"
26	seeing someone	m	straight	skinny				graduated from college/university	asian	71	1000000	entertainment / media	"san francisco, california"		likes dogs and likes cats		"english, chinese"
27	single	m	straight	average		socially	never	dropped out of college/university	hispanic / latin	66	30000	hospitality / travel	"berkeley, california"	has a kid	likes dogs and likes cats	sometimes	"english (fluently), spanish (fluently), french (poorly)"
24	single	m	straight	fit		socially	never	graduated from masters program	asian	71	100000	banking / financial / real estate	"san francisco, california"			no	english
31	single	f	straight	fit		rarely	never	graduated from college/university	white	72	20000	education / academia	"oakland, california"		likes dogs and has cats	no	english (fluently)
33	single	f	straight	athletic	anything	socially	never	dropped out of college/university		64	70000	computer / hardware / software	"san bruno, california"	"has a kid, but doesn't want more"	likes dogs and has cats	no	english
25	available	f	straight			socially	never	graduated from college/university	other	67	20000	education / academia	"palo alto, california"		likes dogs and has cats	no	"english (fluently), spanish (poorly), portuguese (poorly)"
45	single	m	straight	thin	anything	socially	never	graduated from masters program	white	72	50000	artistic / musical / writer	"san francisco, california"		has dogs and likes cats	no	"english (fluently), chinese (poorly), italian (poorly)"
25	single	m	straight	average	anything	very often	sometimes	working on college/university	hispanic / latin	72	20000	law / legal services	"daly city, california"			when drinking	"english (fluently), spanish (fluently)"
27	single	f	bisexual	athletic	mostly vegetarian	socially	never	graduated from college/university	white	66	20000	other	"oakland, california"			no	"english, spanish"
50	single	f	straight	curvy		socially	never	graduated from law school	black	65	80000	law / legal services	"benicia, california"	has a kid	likes dogs and dislikes cats	no	english
29	single	m	straight	rather not say	mostly anything	socially	never	graduated from masters program	white	72	100000	science / tech / engineering	"san mateo, california"		likes dogs	no	"english (fluently), greek (poorly), french (poorly), italian (poorly), german (okay)"
40	single	m	straight	a little extra		socially	never	graduated from masters program	white	73	100000	science / tech / engineering	"san francisco, california"			yes	english
30	single	m	straight	average	mostly anything	socially		graduated from masters program	hispanic / latin	73	40000	computer / hardware / software	"oakland, california"		likes dogs	no	"english (fluently), spanish (fluently), swahili (poorly)"
25	single	m	straight			socially	never	graduated from high school	white	71	20000	sales / marketing / biz dev	"novato, california"	doesn't want kids	likes dogs and has cats	no	english
41	single	m	straight	average	mostly anything	rarely	sometimes	dropped out of ph.d program	white	70	150000	computer / hardware / software	"san francisco, california"		likes dogs and likes cats	no	"english (fluently), spanish (poorly)"
27	single	f	straight	average		often	never	working on ph.d program	white	66	30000	student	"stanford, california"		likes dogs	no	"english (fluently), french (okay), spanish (okay), italian (poorly)"
25	single	m	straight	athletic	anything	socially	never	graduated from college/university	white	75	80000	artistic / musical / writer	"san francisco, california"		likes dogs and likes cats	trying to quit	"english, russian"
49	single	f	straight	fit	mostly anything	socially	never	graduated from college/university	white	67	30000	clerical / administrative	"oakland, california"	has kids	has cats	no	"english (fluently), portuguese (okay), spanish (okay)"
37	single	m	straight	average	anything	socially	never	graduated from masters program	"white, other"	71	100000	computer / hardware / software	"san francisco, california"	"doesn't have kids, but might want them"		no	"english (fluently), russian (fluently), ukrainian (fluently), italian (okay)"
27	single	m	straight	athletic	anything	socially	never	graduated from college/university	asian	66	20000	clerical / administrative	"rodeo, california"	doesn't have kids	likes dogs	no	"english, hindi, other"
34	single	m	straight	fit		socially	sometimes		white	69	40000	executive / management	"oakland, california"			yes	english (fluently)
35	single	m	straight	fit	mostly anything	socially	sometimes	dropped out of college/university	other	73	30000	other	"san francisco, california"	"doesn't have kids, but might want them"	likes dogs	when drinking	english
39	available	m	straight	fit		socially		graduated from college/university	white	72	70000	political / government	"san francisco, california"		likes dogs and has cats		english
42	single	f	straight	thin	mostly anything	often	sometimes	graduated from ph.d program	white	72	80000	medicine / health	"san francisco, california"	"doesn't have kids, but might want them"	likes dogs and likes cats	no	"english, hungarian"
22	single	m	straight	average		socially	never	graduated from high school	asian	69	20000	other	"oakland, california"		likes dogs and dislikes cats	sometimes	"english (fluently), vietnamese (fluently)"
26	single	m	straight	fit	mostly anything	socially	never	graduated from college/university	white	71	70000	computer / hardware / software	"oakland, california"	"doesn't have kids, but might want them"	likes dogs	no	"english (fluently), french (poorly), spanish (poorly)"
44	single	m	straight	a little extra	mostly anything	socially	never	two-year college	white	66	40000	hospitality / travel	"belmont, california"		likes dogs and likes cats	no	english
43	single	m	straight	athletic	strictly anything	socially		graduated from masters program	white	73	100000	computer / hardware / software	"berkeley, california"	has a kid	likes dogs and likes cats	no	"english (fluently), french (fluently)"
48	single	m	straight	athletic		socially	never	graduated from college/university	"hispanic / latin, white"	69	250000	computer / hardware / software	"oakland, california"	has kids		no	"english, spanish (fluently), italian (okay)"
40	single	m	straight	overweight	mostly anything	often	never	working on college/university	white	70	20000	sales / marketing / biz dev	"berkeley, california"		likes cats	no	english (fluently)
31	single	m	straight	average	strictly anything	often	sometimes	graduated from college/university		71	100000	other	"san francisco, california"		likes dogs and likes cats	when drinking	"english, c++ (fluently), esperanto (okay), urdu (fluently), ancient greek (poorly)"
32	single	m	straight	average	mostly anything	socially		graduated from college/university	white	68	40000	entertainment / media	"benicia, california"		has dogs and likes cats	yes	english (fluently)
30	single	m	straight	athletic		socially	never	graduated from college/university	white	76	100000	science / tech / engineering	"san francisco, california"		dislikes cats	no	english (fluently)
35	seeing someone	m	straight	fit	mostly anything	socially		dropped out of college/university	white	72	150000	computer / hardware / software	"san francisco, california"		likes dogs and likes cats	no	"english (fluently), spanish (poorly), c++ (poorly)"
32	seeing someone	m	straight	a little extra		rarely		working on two-year college	white	72	60000	other	"san leandro, california"		has dogs and likes cats	no	english
26	single	f	straight	a little extra		socially	never	working on college/university	hispanic / latin	63	20000	student	"san francisco, california"		likes dogs and likes cats	no	"english (fluently), spanish (poorly)"
